sentence,label,length,word_list
nchallah rabbi m3ak ye si slim,1,6,"['nchallah', 'rabbi', 'm3ak', 'ye', 'si', 'slim']"
sa7bi i5dem 3la rou7k klip myfhmoch i jabari sa7bi,0,9,"['sa7bi', 'i5dem', '3la', 'rou7k', 'klip', 'myfhmoch', 'i', 'jabari', 'sa7bi']"
bravo très juste,1,3,"['bravo', 'très', 'juste']"
kol 3am w coma el3arbia b alf 5ir,1,8,"['kol', '3am', 'w', 'coma', 'el3arbia', 'b', 'alf', '5ir']"
fe9ou bik wala y f z,0,6,"['fe9ou', 'bik', 'wala', 'y', 'f', 'z']"
9odrete rabi fel enti5abete jeya kolna m3ake ya m3aleme,1,9,"['9odrete', 'rabi', 'fel', 'enti5abete', 'jeya', 'kolna', 'm3ake', 'ya', 'm3aleme']"
lè ilah ella allah saydna mohamed rasoul allah,1,8,"['lè', 'ilah', 'ella', 'allah', 'saydna', 'mohamed', 'rasoul', 'allah']"
denya o6ra w taffi rou7k enti w dhyouba,0,8,"['denya', 'o6ra', 'w', 'taffi', 'rou7k', 'enti', 'w', 'dhyouba']"
nechallah ili andou hak ma yedhiach bon essakin,0,8,"['nechallah', 'ili', 'andou', 'hak', 'ma', 'yedhiach', 'bon', 'essakin']"
mosta9bl we3r frap keep going on,1,6,"['mosta9bl', 'we3r', 'frap', 'keep', 'going', 'on']"
kouki habelna w maredhna b essoker akther mel 3atrous,0,9,"['kouki', 'habelna', 'w', 'maredhna', 'b', 'essoker', 'akther', 'mel', '3atrous']"
aidek mabrouk si slim,1,4,"['aidek', 'mabrouk', 'si', 'slim']"
khoya l3ziz jdid ta3i asl3 m3lich,0,6,"['khoya', 'l3ziz', 'jdid', 'ta3i', 'asl3', 'm3lich']"
neshallah alf mabrouk wo rabyy yetraba fi 3ezik,1,8,"['neshallah', 'alf', 'mabrouk', 'wo', 'rabyy', 'yetraba', 'fi', '3ezik']"
5alles ejoueuret wsayeb 3lina mel boita,0,6,"['5alles', 'ejoueuret', 'wsayeb', '3lina', 'mel', 'boita']"
recrutement win,0,2,"['recrutement', 'win']"
allah la traba7 zok omokom,0,5,"['allah', 'la', 'traba7', 'zok', 'omokom']"
tabbshi elfftourr,1,2,"['tabbshi', 'elfftourr']"
nchallah elli jay 5ir siyasian wa riyathiyan,1,7,"['nchallah', 'elli', 'jay', '5ir', 'siyasian', 'wa', 'riyathiyan']"
rabi m3akom inchallah,1,3,"['rabi', 'm3akom', 'inchallah']"
allah yar7ou weyna3mou,1,3,"['allah', 'yar7ou', 'weyna3mou']"
plz votez ghada 3la ra9em 85115 ra9mha 1,1,8,"['plz', 'votez', 'ghada', '3la', 'ra9em', '85115', 'ra9mha', '1']"
mala vibe walah,1,3,"['mala', 'vibe', 'walah']"
malgre welid nahdi nakrhou ama ghneya symphatique mezyenaa,1,8,"['malgre', 'welid', 'nahdi', 'nakrhou', 'ama', 'ghneya', 'symphatique', 'mezyenaa']"
rabi m3ak y a 8oul tunis cleub africain,1,8,"['rabi', 'm3ak', 'y', 'a', '8oul', 'tunis', 'cleub', 'africain']"
tahia jabo wbal9arwi chombiwna nchalah,1,5,"['tahia', 'jabo', 'wbal9arwi', 'chombiwna', 'nchalah']"
a l a on fire,1,5,"['a', 'l', 'a', 'on', 'fire']"
ma7lk y m3lem,1,3,"['ma7lk', 'y', 'm3lem']"
un grand merci,1,3,"['un', 'grand', 'merci']"
félicitations weeeeeeeeeeeeeee,1,2,"['félicitations', 'weeeeeeeeeeeeeee']"
3ami slim lemfalwes m3alem,1,4,"['3ami', 'slim', 'lemfalwes', 'm3alem']"
9wiya wlh koul ma nasma3haa w mnfedech,1,7,"['9wiya', 'wlh', 'koul', 'ma', 'nasma3haa', 'w', 'mnfedech']"
rabi yefdhahlk,1,2,"['rabi', 'yefdhahlk']"
bravo khaoula rojla merci,1,4,"['bravo', 'khaoula', 'rojla', 'merci']"
fier d être clubiste,1,4,"['fier', 'd', 'être', 'clubiste']"
walhh kelmk s7i7,1,3,"['walhh', 'kelmk', 's7i7']"
esm3oha eb x1 25,1,4,"['esm3oha', 'eb', 'x1', '25']"
en avant ya m3alem,1,4,"['en', 'avant', 'ya', 'm3alem']"
rabi ychfiha chba3t bka 3lih,0,5,"['rabi', 'ychfiha', 'chba3t', 'bka', '3lih']"
choufto maho tloumo a3liya,0,4,"['choufto', 'maho', 'tloumo', 'a3liya']"
w a7na win si ala,0,5,"['w', 'a7na', 'win', 'si', 'ala']"
nifa9 houdhalet mochtma3,0,3,"['nifa9', 'houdhalet', 'mochtma3']"
inchallah bettawfik,1,2,"['inchallah', 'bettawfik']"
tawa ken mawalech ra2is yo93od izour fi la3bed hethom,0,9,"['tawa', 'ken', 'mawalech', 'ra2is', 'yo93od', 'izour', 'fi', 'la3bed', 'hethom']"
nik omk,0,2,"['nik', 'omk']"
i3asib si slim 9a7ba,0,4,"['i3asib', 'si', 'slim', '9a7ba']"
jamila mennek patron,1,3,"['jamila', 'mennek', 'patron']"
waleh rajel sid rejelle,1,4,"['waleh', 'rajel', 'sid', 'rejelle']"
dégage rya7i yezik,0,3,"['dégage', 'rya7i', 'yezik']"
i love ala,1,3,"['i', 'love', 'ala']"
si slim merci beaucoup,1,4,"['si', 'slim', 'merci', 'beaucoup']"
heda ess7i7,1,2,"['heda', 'ess7i7']"
far5 miboun ene2eb hedha marka bnet w sahryett,0,8,"['far5', 'miboun', 'ene2eb', 'hedha', 'marka', 'bnet', 'w', 'sahryett']"
winouuuuu lay7fdkom,1,2,"['winouuuuu', 'lay7fdkom']"
maallem mr le president inchallah zina,1,6,"['maallem', 'mr', 'le', 'president', 'inchallah', 'zina']"
Hhhh ok ,1,3,"['Hhhh', 'ok', '']"
khaoula koukou ysal alikom lkhir okhti,1,6,"['khaoula', 'koukou', 'ysal', 'alikom', 'lkhir', 'okhti']"
rbi yhdik abnti,0,3,"['rbi', 'yhdik', 'abnti']"
il y auras des fissures,0,5,"['il', 'y', 'auras', 'des', 'fissures']"
kay 3jbha 3azi khitak,0,4,"['kay', '3jbha', '3azi', 'khitak']"
as7ab echawed el3olya elbattla 3andhomchi programme,0,6,"['as7ab', 'echawed', 'el3olya', 'elbattla', '3andhomchi', 'programme']"
3ala kol 5dhinahom lkol,1,4,"['3ala', 'kol', '5dhinahom', 'lkol']"
elyes fakhfakh chawki tabib n est pas un juge,1,9,"['elyes', 'fakhfakh', 'chawki', 'tabib', 'n', 'est', 'pas', 'un', 'juge']"
idhom fi borj ifek,0,4,"['idhom', 'fi', 'borj', 'ifek']"
cheb bachir sa7ik m3alem w tgoul ilha9,1,7,"['cheb', 'bachir', 'sa7ik', 'm3alem', 'w', 'tgoul', 'ilha9']"
beautiful masha allah,1,3,"['beautiful', 'masha', 'allah']"
c est nul trop,0,4,"['c', 'est', 'nul', 'trop']"
ti bic3a in3am bich3a ou masta,0,6,"['ti', 'bic3a', 'in3am', 'bich3a', 'ou', 'masta']"
ahla sabah lik wi lina mon ami,1,7,"['ahla', 'sabah', 'lik', 'wi', 'lina', 'mon', 'ami']"
alah yar7mek,1,2,"['alah', 'yar7mek']"
allah yechfih w rabbi m3ah,1,5,"['allah', 'yechfih', 'w', 'rabbi', 'm3ah']"
7atim birjouliya bhiiiiiiiiiiiiiiiiiiim baaaaaaaaaaacha abababababa,0,5,"['7atim', 'birjouliya', 'bhiiiiiiiiiiiiiiiiiiim', 'baaaaaaaaaaacha', 'abababababa']"
bien dit lotfi,1,3,"['bien', 'dit', 'lotfi']"
bra tya efbha 8,1,4,"['bra', 'tya', 'efbha', '8']"
bon vent slim riahi,1,4,"['bon', 'vent', 'slim', 'riahi']"
barcha bravoooooooo,1,2,"['barcha', 'bravoooooooo']"
3lik slemtou sayed il raiss aya barra ched birouk,1,9,"['3lik', 'slemtou', 'sayed', 'il', 'raiss', 'aya', 'barra', 'ched', 'birouk']"
librima wobordou,0,2,"['librima', 'wobordou']"
ser9ouha el blad whana netfarjou,0,5,"['ser9ouha', 'el', 'blad', 'whana', 'netfarjou']"
bravo ahmed wlh,1,3,"['bravo', 'ahmed', 'wlh']"
yarbi trdi 3la had lwld ana ohib twanssa,1,8,"['yarbi', 'trdi', '3la', 'had', 'lwld', 'ana', 'ohib', 'twanssa']"
keep up guys,1,3,"['keep', 'up', 'guys']"
bravo slim 7atit yedek 3la problame,1,6,"['bravo', 'slim', '7atit', 'yedek', '3la', 'problame']"
khali alik skhana tawa laabed kol fachla,1,7,"['khali', 'alik', 'skhana', 'tawa', 'laabed', 'kol', 'fachla']"
chaîne ca tv,1,3,"['chaîne', 'ca', 'tv']"
bravo no comment,1,3,"['bravo', 'no', 'comment']"
3lamiya wasl sa7bi,1,3,"['3lamiya', 'wasl', 'sa7bi']"
allah yarhamhom w younser bladna w yahmiha,1,7,"['allah', 'yarhamhom', 'w', 'younser', 'bladna', 'w', 'yahmiha']"
enchallah nharek men a7la el ayem,1,6,"['enchallah', 'nharek', 'men', 'a7la', 'el', 'ayem']"
hamdouuuuuuuuulah lfri9i wraha rjeeelha w dima ta3ich,1,7,"['hamdouuuuuuuuulah', 'lfri9i', 'wraha', 'rjeeelha', 'w', 'dima', 'ta3ich']"
enchala ye5dem ejam3ya ebrab ou 9aleb wi rir a3leha,1,9,"['enchala', 'ye5dem', 'ejam3ya', 'ebrab', 'ou', '9aleb', 'wi', 'rir', 'a3leha']"
maalem yslim,1,2,"['maalem', 'yslim']"
rabbi ysahel,1,2,"['rabbi', 'ysahel']"
haw 9alou slim herab walah,0,5,"['haw', '9alou', 'slim', 'herab', 'walah']"
bravo 3arf,1,2,"['bravo', '3arf']"
si slim jomhour litoile i7eb yas2lik labessssss,0,7,"['si', 'slim', 'jomhour', 'litoile', 'i7eb', 'yas2lik', 'labessssss']"
patron zayed mekesh normale,1,4,"['patron', 'zayed', 'mekesh', 'normale']"
chouf prophili clubust 9bal matjibek omok yaraggas,0,7,"['chouf', 'prophili', 'clubust', '9bal', 'matjibek', 'omok', 'yaraggas']"
hhhhhhhhhhhhhhhh loooooolllll ne9sin ken hedha,0,5,"['hhhhhhhhhhhhhhhh', 'loooooolllll', 'ne9sin', 'ken', 'hedha']"
bebew bebew mahlekom mla doudou,1,5,"['bebew', 'bebew', 'mahlekom', 'mla', 'doudou']"
ne9sa puce ca mobile,1,4,"['ne9sa', 'puce', 'ca', 'mobile']"
rabi yfarej,1,2,"['rabi', 'yfarej']"
hhhhhhmenchi5o a3likom,1,2,"['hhhhhhmenchi5o', 'a3likom']"
bravo alik hhhhhh,1,3,"['bravo', 'alik', 'hhhhhh']"
hahhaha tayara,1,2,"['hahhaha', 'tayara']"
ena enkoul slim el wehid elli yesthak ikoun president,1,9,"['ena', 'enkoul', 'slim', 'el', 'wehid', 'elli', 'yesthak', 'ikoun', 'president']"
9a3dine ken tfalmou 3twansa mdr,0,5,"['9a3dine', 'ken', 'tfalmou', '3twansa', 'mdr']"
ye5i wini l7al9a le5ra,1,4,"['ye5i', 'wini', 'l7al9a', 'le5ra']"
3idek mabrouk enheb enkalmek,1,4,"['3idek', 'mabrouk', 'enheb', 'enkalmek']"
vamos c a,1,3,"['vamos', 'c', 'a']"
rabi yahafdak nchalah rabi yrzokni tfol kima hada,1,8,"['rabi', 'yahafdak', 'nchalah', 'rabi', 'yrzokni', 'tfol', 'kima', 'hada']"
rabi yonosrek ya 3ami slim,1,5,"['rabi', 'yonosrek', 'ya', '3ami', 'slim']"
allah yarhmou meskin echkouni heddebbegha hedi,0,6,"['allah', 'yarhmou', 'meskin', 'echkouni', 'heddebbegha', 'hedi']"
bravo mhallem,1,2,"['bravo', 'mhallem']"
bravoooooooo hoobyyyyyy,1,2,"['bravoooooooo', 'hoobyyyyyy']"
kol am winti bkhir ca fil 3ali,1,7,"['kol', 'am', 'winti', 'bkhir', 'ca', 'fil', '3ali']"
akh tfeh 3lik modi3 monhat,0,5,"['akh', 'tfeh', '3lik', 'modi3', 'monhat']"
itbarkallah 7atta hiya il bou 3achra 5adama,1,7,"['itbarkallah', '7atta', 'hiya', 'il', 'bou', '3achra', '5adama']"
wa7dou wa7dou ya m3athebhom,1,4,"['wa7dou', 'wa7dou', 'ya', 'm3athebhom']"
djabou jeee w era7ma lee,0,5,"['djabou', 'jeee', 'w', 'era7ma', 'lee']"
sàybék mén hàl rii9 sloumà n7ébou ca tv,0,8,"['sàybék', 'mén', 'hàl', 'rii9', 'sloumà', 'n7ébou', 'ca', 'tv']"
errajél yo93od toul 3omrou rajél,1,5,"['errajél', 'yo93od', 'toul', '3omrou', 'rajél']"
bravo 3ami slim,1,3,"['bravo', '3ami', 'slim']"
ya m3lminne dima 9atlini bithohk,1,5,"['ya', 'm3lminne', 'dima', '9atlini', 'bithohk']"
rabi yahhiik jammiiti,1,3,"['rabi', 'yahhiik', 'jammiiti']"
nchallah lemer la raho kartha ma5yab rahto,0,7,"['nchallah', 'lemer', 'la', 'raho', 'kartha', 'ma5yab', 'rahto']"
bilahi mtin d5alt rap bach t7ki 3la jbora,0,8,"['bilahi', 'mtin', 'd5alt', 'rap', 'bach', 't7ki', '3la', 'jbora']"
ça y est thallet el kaadhiya,1,6,"['ça', 'y', 'est', 'thallet', 'el', 'kaadhiya']"
vraiment te3jebni loubna moutroubya walahi n7ebha,1,6,"['vraiment', 'te3jebni', 'loubna', 'moutroubya', 'walahi', 'n7ebha']"
mabrouk patronn,1,2,"['mabrouk', 'patronn']"
tbarkallah w mashallah,1,3,"['tbarkallah', 'w', 'mashallah']"
wallah ta raison kerhouna firwahna gacheche kallaba sorrak,1,8,"['wallah', 'ta', 'raison', 'kerhouna', 'firwahna', 'gacheche', 'kallaba', 'sorrak']"
bonne chance rabi m3ek,1,4,"['bonne', 'chance', 'rabi', 'm3ek']"
fehem la3ba,1,2,"['fehem', 'la3ba']"
saha slouma d,1,3,"['saha', 'slouma', 'd']"
il est beauuu,1,3,"['il', 'est', 'beauuu']"
heeeee yal la3riba,1,3,"['heeeee', 'yal', 'la3riba']"
kol 3am w inti bi alf 5ir,1,7,"['kol', '3am', 'w', 'inti', 'bi', 'alf', '5ir']"
7aja bahya w mwaf9iiiiiin enchalla w nalgou fiihom el5iiiiiiir,1,9,"['7aja', 'bahya', 'w', 'mwaf9iiiiiin', 'enchalla', 'w', 'nalgou', 'fiihom', 'el5iiiiiiir']"
bien dit silm rabi ijazik 3ala fe3l el5ir,1,8,"['bien', 'dit', 'silm', 'rabi', 'ijazik', '3ala', 'fe3l', 'el5ir']"
bravo nchalah lkol y5memou kifk,1,5,"['bravo', 'nchalah', 'lkol', 'y5memou', 'kifk']"
thezou el3asba,0,2,"['thezou', 'el3asba']"
yes tayara mousalsal,1,3,"['yes', 'tayara', 'mousalsal']"
tla3 irabbi fi lekleb hhhhhhhhhh,0,5,"['tla3', 'irabbi', 'fi', 'lekleb', 'hhhhhhhhhh']"
chnouwa hatha chihemkom feha,0,4,"['chnouwa', 'hatha', 'chihemkom', 'feha']"
tbarkalah 3lik monsieur slim,1,4,"['tbarkalah', '3lik', 'monsieur', 'slim']"
yatttkkkkkkkkkkkk saha,1,2,"['yatttkkkkkkkkkkkk', 'saha']"
like 9bal ma nasma3,1,4,"['like', '9bal', 'ma', 'nasma3']"
si slimmm sans causes tu me blockee,0,7,"['si', 'slimmm', 'sans', 'causes', 'tu', 'me', 'blockee']"
mabladkom ama miloul jed 3liya,0,5,"['mabladkom', 'ama', 'miloul', 'jed', '3liya']"
bra nikomk,0,2,"['bra', 'nikomk']"
hhhhh bech togoad dohka,0,4,"['hhhhh', 'bech', 'togoad', 'dohka']"
benzarti b rgui3i w jbali wsel final,1,7,"['benzarti', 'b', 'rgui3i', 'w', 'jbali', 'wsel', 'final']"
3id miléd chéya7777777777777777 loooooooooooool,1,4,"['3id', 'miléd', 'chéya7777777777777777', 'loooooooooooool']"
ti b sa7to 3tah el wa9t w wela rais,0,9,"['ti', 'b', 'sa7to', '3tah', 'el', 'wa9t', 'w', 'wela', 'rais']"
le hand le foot le basket hatamtna erhal,0,8,"['le', 'hand', 'le', 'foot', 'le', 'basket', 'hatamtna', 'erhal']"
ya3tk zab,0,2,"['ya3tk', 'zab']"
dislike qbal ma netfarej,0,4,"['dislike', 'qbal', 'ma', 'netfarej']"
période pro 2007,1,3,"['période', 'pro', '2007']"
rabi yansrek à la adaek,1,5,"['rabi', 'yansrek', 'à', 'la', 'adaek']"
mliha wlid 3ami,1,3,"['mliha', 'wlid', '3ami']"
slouma ya 7agar hhhhhhhhhhhhh,0,4,"['slouma', 'ya', '7agar', 'hhhhhhhhhhhhh']"
berrasmi echriha,1,2,"['berrasmi', 'echriha']"
9awad 9awad w bouzid brjalha matnajmch ta5da3ha bkaadhbk,0,8,"['9awad', '9awad', 'w', 'bouzid', 'brjalha', 'matnajmch', 'ta5da3ha', 'bkaadhbk']"
weld 5al brvo amrouch,1,4,"['weld', '5al', 'brvo', 'amrouch']"
gati kenet mechya behya hlekha,0,5,"['gati', 'kenet', 'mechya', 'behya', 'hlekha']"
m3alim marzou9i rabi im3ak,1,4,"['m3alim', 'marzou9i', 'rabi', 'im3ak']"
lefri9i ya dawla wslim ya raiiis,1,6,"['lefri9i', 'ya', 'dawla', 'wslim', 'ya', 'raiiis']"
adi zayed hay irjal,1,4,"['adi', 'zayed', 'hay', 'irjal']"
wallahi le9rouda khir minhom,1,4,"['wallahi', 'le9rouda', 'khir', 'minhom']"
ahla yara7mou,1,2,"['ahla', 'yara7mou']"
happy birth day boss,1,4,"['happy', 'birth', 'day', 'boss']"
ca dima rabin m3ak,1,4,"['ca', 'dima', 'rabin', 'm3ak']"
nchalh rabbi yorz9k bjeh sidna mohamed,1,6,"['nchalh', 'rabbi', 'yorz9k', 'bjeh', 'sidna', 'mohamed']"
mridha tofla meskina,0,3,"['mridha', 'tofla', 'meskina']"
zabourr o5tekkk,0,2,"['zabourr', 'o5tekkk']"
tfouh 3lik ya 5amej ya karim,0,6,"['tfouh', '3lik', 'ya', '5amej', 'ya', 'karim']"
erta7na min majh elbala hadha,0,5,"['erta7na', 'min', 'majh', 'elbala', 'hadha']"
chnoua 7keyet eneramo ya slouma,1,5,"['chnoua', '7keyet', 'eneramo', 'ya', 'slouma']"
slim yam3alam wasal,1,3,"['slim', 'yam3alam', 'wasal']"
themna kan ca,1,3,"['themna', 'kan', 'ca']"
hez ta7antek w ejbed el beeb wrak,0,7,"['hez', 'ta7antek', 'w', 'ejbed', 'el', 'beeb', 'wrak']"
hhhhhhhhhhh yé th3if,0,3,"['hhhhhhhhhhh', 'yé', 'th3if']"
afdeh azlem enidam elbaed ya slim wasel,0,7,"['afdeh', 'azlem', 'enidam', 'elbaed', 'ya', 'slim', 'wasel']"
7atta 3ayelnahoulhom w mazelo y7ebbouna ndezo,0,6,"['7atta', '3ayelnahoulhom', 'w', 'mazelo', 'y7ebbouna', 'ndezo']"
mala sirek,0,2,"['mala', 'sirek']"
alahoma sali wasalim 3ala nabiyina wa sayidina mohamed,1,8,"['alahoma', 'sali', 'wasalim', '3ala', 'nabiyina', 'wa', 'sayidina', 'mohamed']"
bien dr,1,2,"['bien', 'dr']"
bravo bravo bravo wi rabi yiwoif9ekem,1,6,"['bravo', 'bravo', 'bravo', 'wi', 'rabi', 'yiwoif9ekem']"
allah yirhmou w inaymou w isaber ahlou,1,7,"['allah', 'yirhmou', 'w', 'inaymou', 'w', 'isaber', 'ahlou']"
ca ya 3oumri,1,3,"['ca', 'ya', '3oumri']"
belhak ma thibich tounes,0,4,"['belhak', 'ma', 'thibich', 'tounes']"
malla fsayil mitakid mouch maffia,0,5,"['malla', 'fsayil', 'mitakid', 'mouch', 'maffia']"
i3lam al3ar,0,2,"['i3lam', 'al3ar']"
aamaltou el ar ya ala,0,5,"['aamaltou', 'el', 'ar', 'ya', 'ala']"
inchalla zina,1,2,"['inchalla', 'zina']"
hhhhhhhhhhhhhhhhhhhhhhhhhhh ga3dne tibnou mich bech tikmil elbenya limchouma,0,8,"['hhhhhhhhhhhhhhhhhhhhhhhhhhh', 'ga3dne', 'tibnou', 'mich', 'bech', 'tikmil', 'elbenya', 'limchouma']"
continuez dr marzouki chapeau a vous,1,6,"['continuez', 'dr', 'marzouki', 'chapeau', 'a', 'vous']"
yesser meziana,1,2,"['yesser', 'meziana']"
nchla eydk maberok,1,3,"['nchla', 'eydk', 'maberok']"
machalah ma7la zinik 3azizti rabi wo7rsik,1,6,"['machalah', 'ma7la', 'zinik', '3azizti', 'rabi', 'wo7rsik']"
m3aaaaaalem ya slouma,1,3,"['m3aaaaaalem', 'ya', 'slouma']"
ey won lmochkel bechwaya bechwaya kol chy yetbadel,0,8,"['ey', 'won', 'lmochkel', 'bechwaya', 'bechwaya', 'kol', 'chy', 'yetbadel']"
chiboub aime pas ça,1,4,"['chiboub', 'aime', 'pas', 'ça']"
kan tay7ou a3mlou wa7ed,0,4,"['kan', 'tay7ou', 'a3mlou', 'wa7ed']"
ajouter à cette vidéo des sous titres,1,7,"['ajouter', 'à', 'cette', 'vidéo', 'des', 'sous', 'titres']"
rabi m3ak ya si slim nchalah marbou7a elkolna m3ak,1,9,"['rabi', 'm3ak', 'ya', 'si', 'slim', 'nchalah', 'marbou7a', 'elkolna', 'm3ak']"
kifeh najmou nekhthou les passes svp,1,6,"['kifeh', 'najmou', 'nekhthou', 'les', 'passes', 'svp']"
toujour maak,1,2,"['toujour', 'maak']"
alf mabrouk yetraba fi 3ezkom,1,5,"['alf', 'mabrouk', 'yetraba', 'fi', '3ezkom']"
yekhi 9al mawhabti hhhhhhhhhhhhhh ena mawhba please,0,7,"['yekhi', '9al', 'mawhabti', 'hhhhhhhhhhhhhh', 'ena', 'mawhba', 'please']"
samehni hada tahlil matech mazelet metkoher machrabtech kahwa,0,8,"['samehni', 'hada', 'tahlil', 'matech', 'mazelet', 'metkoher', 'machrabtech', 'kahwa']"
9anoun conterha min sa7afa l media,0,6,"['9anoun', 'conterha', 'min', 'sa7afa', 'l', 'media']"
kifech hédhi 2017 féha la7n nta3 hédhi 2020,0,8,"['kifech', 'hédhi', '2017', 'féha', 'la7n', 'nta3', 'hédhi', '2020']"
hok weld jam3ia mafibelich bik,0,5,"['hok', 'weld', 'jam3ia', 'mafibelich', 'bik']"
rabbii m3aaak,1,2,"['rabbii', 'm3aaak']"
bad boy 7000 3malha 9ablek sa7bi,1,6,"['bad', 'boy', '7000', '3malha', '9ablek', 'sa7bi']"
koul am winta belf khir si slim,1,7,"['koul', 'am', 'winta', 'belf', 'khir', 'si', 'slim']"
rabi yechfik inchallah,1,3,"['rabi', 'yechfik', 'inchallah']"
sloima ya m3allem,1,3,"['sloima', 'ya', 'm3allem']"
3idek mabrouk 3idek mabrouk 3idek mabrouk,1,6,"['3idek', 'mabrouk', '3idek', 'mabrouk', '3idek', 'mabrouk']"
bravo top top,1,3,"['bravo', 'top', 'top']"
alaich ilbaijiya si slim,1,4,"['alaich', 'ilbaijiya', 'si', 'slim']"
n7ebek saifoun,1,2,"['n7ebek', 'saifoun']"
yezi lansada9,0,2,"['yezi', 'lansada9']"
oui 3lech leee,1,3,"['oui', '3lech', 'leee']"
nhar nekbitna ya watin hana cheb3in fa9r,0,7,"['nhar', 'nekbitna', 'ya', 'watin', 'hana', 'cheb3in', 'fa9r']"
les algériens tlaymo kol hna bi9owa,1,6,"['les', 'algériens', 'tlaymo', 'kol', 'hna', 'bi9owa']"
cool bruder,1,2,"['cool', 'bruder']"
fdhi7a walah,0,2,"['fdhi7a', 'walah']"
raby ywaf9ek chwaya_haka_chwaya_haka,1,3,"['raby', 'ywaf9ek', 'chwaya_haka_chwaya_haka']"
peu de temp,1,3,"['peu', 'de', 'temp']"
9a7bet andadek ya 3zouza garoum ya 7malet l7atab,0,8,"['9a7bet', 'andadek', 'ya', '3zouza', 'garoum', 'ya', '7malet', 'l7atab']"
enchala fi haja sloma,1,4,"['enchala', 'fi', 'haja', 'sloma']"
9a3t kan tenaik,0,3,"['9a3t', 'kan', 'tenaik']"
samsoum rabi m3ak rana nmoutou 3lik,1,6,"['samsoum', 'rabi', 'm3ak', 'rana', 'nmoutou', '3lik']"
hana ma3akom sami,1,3,"['hana', 'ma3akom', 'sami']"
leclub mochkletha wadh7a mas2ouli lajnet lentidabet fachla,0,7,"['leclub', 'mochkletha', 'wadh7a', 'mas2ouli', 'lajnet', 'lentidabet', 'fachla']"
roubt la3rousa,1,2,"['roubt', 'la3rousa']"
les tueurs hh barcha 7ogra hhhhhhh,0,6,"['les', 'tueurs', 'hh', 'barcha', '7ogra', 'hhhhhhh']"
ekhdem ala rouhek joumhour mak w boul ala lmortaz9a,1,9,"['ekhdem', 'ala', 'rouhek', 'joumhour', 'mak', 'w', 'boul', 'ala', 'lmortaz9a']"
hhh fech te7ki cab trach7ettt,0,5,"['hhh', 'fech', 'te7ki', 'cab', 'trach7ettt']"
haw la5baar etayara,1,3,"['haw', 'la5baar', 'etayara']"
gooood sami,1,2,"['gooood', 'sami']"
normalment y hotouk presedent a la tounis,0,7,"['normalment', 'y', 'hotouk', 'presedent', 'a', 'la', 'tounis']"
rajel yasloma,1,2,"['rajel', 'yasloma']"
m3allem we79er ennabbaaaara,1,3,"['m3allem', 'we79er', 'ennabbaaaara']"
vas en tunisie ma belle,1,5,"['vas', 'en', 'tunisie', 'ma', 'belle']"
ama lazmek ta3mlena fiha pub le leclub,1,7,"['ama', 'lazmek', 'ta3mlena', 'fiha', 'pub', 'le', 'leclub']"
b9it kan tbouss 3lina,0,4,"['b9it', 'kan', 'tbouss', '3lina']"
bajbouj raisouna,0,2,"['bajbouj', 'raisouna']"
mela hani bech nor9od merte7,1,5,"['mela', 'hani', 'bech', 'nor9od', 'merte7']"
ya rabi orzo9ni b wald al halal,1,7,"['ya', 'rabi', 'orzo9ni', 'b', 'wald', 'al', 'halal']"
edanadik 3a9edhom eriyehi wbech yab9a ala 9loubhom,0,7,"['edanadik', '3a9edhom', 'eriyehi', 'wbech', 'yab9a', 'ala', '9loubhom']"
wallah awel mara nisma3 kelm zyed nekni haka betho7k,0,9,"['wallah', 'awel', 'mara', 'nisma3', 'kelm', 'zyed', 'nekni', 'haka', 'betho7k']"
chnou ejw bhu hhhhhhhh,1,4,"['chnou', 'ejw', 'bhu', 'hhhhhhhh']"
kif el3ada mobde3,1,3,"['kif', 'el3ada', 'mobde3']"
lm3alem yo93od m3alem,1,3,"['lm3alem', 'yo93od', 'm3alem']"
akahou men tawa ya3jelehomech,0,4,"['akahou', 'men', 'tawa', 'ya3jelehomech']"
lghneya hedhi akhtar mil corona,0,5,"['lghneya', 'hedhi', 'akhtar', 'mil', 'corona']"
idek mabrouk si slime,1,4,"['idek', 'mabrouk', 'si', 'slime']"
haw lfo9ma m3ah,0,3,"['haw', 'lfo9ma', 'm3ah']"
ma3anech centre behi fil club,0,5,"['ma3anech', 'centre', 'behi', 'fil', 'club']"
bravo haka n7boookkkk,1,3,"['bravo', 'haka', 'n7boookkkk']"
besem ses le meilleur,1,4,"['besem', 'ses', 'le', 'meilleur']"
avlem torkeya,0,2,"['avlem', 'torkeya']"
5 jr w lwa7d ido 3la 9albo,0,7,"['5', 'jr', 'w', 'lwa7d', 'ido', '3la', '9albo']"
hihihi taw twali 3eryen izok w fidou 5atem,0,8,"['hihihi', 'taw', 'twali', '3eryen', 'izok', 'w', 'fidou', '5atem']"
kol 3am w anti b 1000 5ir ya patron,1,9,"['kol', '3am', 'w', 'anti', 'b', '1000', '5ir', 'ya', 'patron']"
rabi i5alik lina ya slim,1,5,"['rabi', 'i5alik', 'lina', 'ya', 'slim']"
chneya hak ma7kit chay 3ala sidi bouzid ya tartouuuuuuuuuuuur,0,9,"['chneya', 'hak', 'ma7kit', 'chay', '3ala', 'sidi', 'bouzid', 'ya', 'tartouuuuuuuuuuuur']"
